class_label,variable,n_samples,mean,std,min,max
0,xmeas_1,1460,0.25055273972602743,0.030112783957488683,0.16668,0.35692
0,xmeas_2,1460,3662.1988356164384,33.887539567173626,3559.5,3756.1
0,xmeas_3,1460,4511.155205479452,36.51158782546871,4412.8,4634.9
0,xmeas_4,1460,9.344197191780822,0.0786291962270073,9.0911,9.6015
0,xmeas_5,1460,26.90403698630137,0.20628922249894321,26.28,27.529
0,xmeas_6,1460,42.331404794520544,0.22071463122059815,41.617,42.964
0,xmeas_7,1460,2705.5704794520548,6.376474156017567,2689.9,2724.7
0,xmeas_8,1460,75.00735136986302,0.5280040479698587,73.302,76.75
0,xmeas_9,1460,120.39992465753426,0.0194455657930592,120.34,120.46
0,xmeas_10,1460,0.33710943150684936,0.012027002867011027,0.29407,0.37088
0,xmeas_11,1460,80.08847397260274,0.21727586910983906,79.351,80.697
0,xmeas_12,1460,49.975582191780816,1.0345366679327777,46.4,53.512
0,xmeas_13,1460,2634.335273972603,6.656818866119173,2617.7,2654.1
0,xmeas_14,1460,25.163600684931506,1.0483068172718657,21.473,28.66
0,xmeas_15,1460,49.969723287671236,1.0330382182617723,46.61,54.089
0,xmeas_16,1460,3102.7531506849314,5.678616595065689,3088.8,3121.0
0,xmeas_17,1460,22.907742465753426,0.6099585853013406,20.812,24.705
0,xmeas_18,1460,65.80774452054794,0.4308145350489392,64.304,66.975
0,xmeas_19,1460,232.73816438356164,10.122782713767469,197.48,261.95
0,xmeas_20,1460,341.440198630137,1.4513281578588186,336.25,345.32
0,xmeas_21,1460,94.6041801369863,0.125272609176899,94.193,94.966
0,xmeas_22,1460,77.2817095890411,0.2575947224460248,76.319,78.101
0,xmeas_23,1460,32.187050684931506,0.28583192462691304,31.272,33.002
0,xmeas_24,1460,8.895352328767125,0.10238848783654608,8.5732,9.1824
0,xmeas_25,1460,26.396319178082194,0.2982347071525821,25.622,27.312
0,xmeas_26,1460,6.882551232876712,0.10739413158146141,6.6028,7.2306
0,xmeas_27,1460,18.772434246575344,0.26932126335967216,17.925,19.557
0,xmeas_28,1460,1.6556087671232875,0.02502990244286613,1.5774,1.7375
0,xmeas_29,1460,32.97360410958904,0.3363354150684937,31.953,34.082
0,xmeas_30,1460,13.824017808219176,0.1040756089402109,13.525,14.133
0,xmeas_31,1460,23.999538356164383,0.3585966047186352,23.012,25.14
0,xmeas_32,1460,1.2528703835616437,0.10525515020370185,0.98405,1.6045
0,xmeas_33,1460,18.558086301369862,0.3157825046081642,17.573,19.418
0,xmeas_34,1460,2.2628838356164387,0.02604047804067889,2.1854,2.3314
0,xmeas_35,1460,4.83894397260274,0.06281872740940515,4.6295,5.0331
0,xmeas_36,1460,2.298745205479452,0.053548985065397556,2.1372,2.5081
0,xmeas_37,1460,0.018056074828767123,0.009835863328255808,-0.0063811,0.047386
0,xmeas_38,1460,0.8357385958904109,0.01643299818922369,0.78268,0.88266
0,xmeas_39,1460,0.09850359589041095,0.009970468493944623,0.074284,0.12423
0,xmeas_40,1460,53.68954452054795,0.5151620998349448,52.463,55.057
0,xmeas_41,1460,43.87847260273972,0.5284043082956784,42.19,45.445
0,xmv_1,1460,63.024536301369864,0.5784751167004107,61.033,64.855
0,xmv_2,1460,53.992551369863016,0.43684093304809857,52.481,55.282
0,xmv_3,1460,24.654652739726032,2.9673555682624726,16.627,34.859
0,xmv_4,1460,61.30841643835616,1.232040267985016,56.905,66.024
0,xmv_5,1460,22.238923972602738,0.46770188199188545,20.665,23.468
0,xmv_6,1460,40.03934726027397,1.4566486512916665,35.208,44.575
0,xmv_7,1460,38.028169863013694,3.044453365488793,27.504,48.434
0,xmv_8,1460,46.46394863013698,2.3907619335957335,38.688,55.997
0,xmv_9,1460,48.08331369863013,2.6670740026588495,39.353,55.624
0,xmv_10,1460,41.09952602739726,0.5431442312463882,39.366,43.051
0,xmv_11,1460,18.223785616438356,1.4464215895089625,13.975,23.144
1,xmeas_1,1440,0.7027976597222223,0.19010099814036563,0.1802,1.0102
1,xmeas_2,1440,3655.0105555555565,35.615567837400945,3523.1,3786.6
1,xmeas_3,1440,4491.358611111111,72.70110089766119,4216.1,4745.6
1,xmeas_4,1440,8.858762777777777,0.2841327920772728,8.009,9.5652
1,xmeas_5,1440,26.89807569444445,0.2060751712319235,26.133,27.539
1,xmeas_6,1440,42.291541666666674,0.24855373672848968,41.609,43.21
1,xmeas_7,1440,2711.0268055555557,29.979302859378965,2649.3,2822.6
1,xmeas_8,1440,75.08238333333333,1.0893720457517362,71.447,78.893
1,xmeas_9,1440,120.40052083333333,0.019091771619521174,120.34,120.47
1,xmeas_10,1440,0.3197282430555556,0.023147776783469395,0.226,0.40363
1,xmeas_11,1440,80.00047708333334,0.707419877739979,77.322,81.565
