variable,mean_normal,mean_fault,std_normal,std_fault,mean_diff,standardized_mean_diff_vs_normal,variance_ratio_fault_over_normal
xmeas_16,3102.7531506849314,3123.3090555555555,5.678616595065689,80.3967715025094,20.55590487062409,3.619878983991576,200.44356747490946
xmeas_7,2705.5704794520548,2725.5877743055557,6.376474156017567,79.19665532788174,20.01729485350097,3.1392419013586643,154.25969687783206
xmeas_13,2634.335273972603,2653.7036597222223,6.656818866119173,80.18398111814228,19.368385749619392,2.9095557711803677,145.09142646361207
xmv_10,41.09952602739726,42.56454518789584,0.5431442312463882,12.428282370041888,1.4650191604985778,2.697293050755052,523.5906483870376
xmv_4,61.30841643835616,64.03060986111112,1.232040267985016,9.236990562503234,2.7221934227549553,2.20950036576894,56.20969059483699
xmv_1,63.024536301369864,64.25721666666666,0.5784751167004107,5.769783712746762,1.232680365296801,2.1309133784836587,99.48318984017317
xmeas_11,80.08847397260274,79.69118059027777,0.21727586910983906,1.8036803431006798,-0.3972933823249747,-1.8285205069143307,68.91220604747849
xmeas_31,23.999538356164383,24.63817715277778,0.3585966047186352,2.94369318557899,0.638638796613396,1.7809393290672386,67.38647493684077
xmeas_34,2.2628838356164387,2.218303638888889,0.02604047804067889,0.1753753601698604,-0.04458019672754965,-1.711957693630244,45.35646997854509
xmv_3,24.654652739726032,29.666464834513892,2.9673555682624726,19.925930035285138,5.01181209478786,1.6889826579571365,45.091846837574415
xmv_2,53.992551369863016,54.728421284722224,0.43684093304809857,7.486314733003934,0.735869914859208,1.6845260120763106,293.6902376494961
xmv_11,18.223785616438356,20.537994305555557,1.4464215895089625,10.98517256743061,2.3142086891172013,1.5999544710217157,57.67983061432878
xmeas_19,232.73816438356164,248.0414114583333,10.122782713767469,68.88990914934408,15.303247074771662,1.5117628726692427,46.313904357066306
xmeas_21,94.6041801369863,94.41758621527778,0.125272609176899,1.2895191340175507,-0.1865939217085213,-1.4895029562689934,105.96033806961238
xmeas_25,26.396319178082194,26.8235225,0.2982347071525821,1.9221062771768334,0.42720332191780486,1.4324399933078216,41.53731572832294
xmeas_28,1.6556087671232875,1.62568894375,0.02502990244286613,0.12868618137289733,-0.02991982337328758,-1.1953631637831312,26.432942661241626
xmeas_35,4.83894397260274,4.767341513888889,0.06281872740940515,0.3519455536548985,-0.07160245871385129,-1.139826635570001,31.388654334226686
xmv_5,22.238923972602738,21.813697999618057,0.46770188199188545,6.21281611850538,-0.42522597298468057,-0.9091816589954584,176.4569486188082
xmeas_29,32.97360410958904,32.70142041666667,0.3363354150684937,2.711254540175829,-0.27218369292236844,-0.8092626608082264,64.9823458752013
xmeas_22,77.2817095890411,77.09683434027778,0.2575947224460248,1.1819514227568597,-0.18487524876331918,-0.7176981228800488,21.0535498739623
xmeas_36,2.298745205479452,2.260579111111111,0.053548985065397556,0.18398462418916273,-0.038166094368341064,-0.7127323575177029,11.804852697472887
xmeas_10,0.33710943150684936,0.345039703125,0.012027002867011027,0.08248545919015389,0.00793027161815063,0.6593722231415312,47.037037802046655
xmv_9,48.08331369863013,49.832487289444444,2.6670740026588495,17.374101750232718,1.7491735908143156,0.6558399163542279,42.43601448290705
xmeas_4,9.344197191780822,9.395254190972222,0.0786291962270073,0.38865661866931595,0.05105699919140072,0.6493389433105234,24.43230625490907
xmeas_23,32.187050684931506,32.01811701388889,0.28583192462691304,1.7958726474256914,-0.16893367104261614,-0.5910245024698332,39.47567860717679
xmeas_33,18.558086301369862,18.38756791666667,0.3157825046081642,1.478308204153925,-0.17051838470319325,-0.5399868017222151,21.915624175209096
xmeas_18,65.80774452054794,66.03328489583333,0.4308145350489392,1.7354947120438635,0.22554037528539084,0.5235208121744782,16.228033472194905
xmv_6,40.03934726027397,39.34337299125,1.4566486512916665,13.288175263069366,-0.6959742690239707,-0.47779144847786287,83.21872794088937
xmeas_27,18.772434246575344,18.652004513888887,0.26932126335967216,1.0532149841084464,-0.12042973268645696,-0.447160135758111,15.293002950574403
xmeas_30,13.824017808219176,13.78282201388889,0.1040756089402109,0.2999043417084904,-0.04119579433028697,-0.3958256382045579,8.3036222693796
xmeas_20,341.440198630137,340.91910104166664,1.4513281578588186,11.592663611088026,-0.5210975884703544,-0.3590487689835377,63.802137005760216
xmeas_8,75.00735136986302,74.81999868055554,0.5280040479698587,1.2848077738973043,-0.18735268930747395,-0.354831918482127,5.921091974925301
xmeas_24,8.895352328767125,8.863013701388887,0.10238848783654608,0.233870162734764,-0.03233862737823756,-0.31584241609137975,5.21731883546733
xmeas_6,42.331404794520544,42.37840131944445,0.22071463122059815,0.33090303665213705,0.04699652492390527,0.21292890581836213,2.247704722751694
xmeas_1,0.25055273972602743,0.25695529332423617,0.030112783957488683,0.14450823260918308,0.006402553598208738,0.2126191190840228,23.029439194231056
xmeas_26,6.882551232876712,6.866420125,0.10739413158146141,0.14158904611212678,-0.01613110787671168,-0.15020474246747637,1.7381938571360347
xmeas_39,0.09850359589041095,0.0971625859375,0.009970468493944623,0.013675548449928533,-0.0013410099529109487,-0.13449818869849356,1.881301379665907
xmeas_41,43.87847260273972,43.81623385416666,0.5284043082956784,0.6102158976836836,-0.062238748573058444,-0.11778622466914407,1.3336268666067879
xmeas_3,4511.155205479452,4507.604361111112,36.51158782546871,109.23652411332944,-3.550844368340222,-0.09725253213620377,8.951056632649488
xmeas_9,120.39992465753426,120.40135347222224,0.0194455657930592,0.07143313315255014,0.001428814687983504,0.07347766082967346,13.49454452300429
xmeas_14,25.163600684931506,25.10661701388889,1.0483068172718657,1.0567899720496012,-0.056983671042615924,-0.05435781786758895,1.0162499728466703
xmeas_32,1.2528703835616437,1.247591038888889,0.10525515020370185,0.15520085935660907,-0.0052793446727548154,-0.05015759003276914,2.1742102188264285
xmeas_2,3662.1988356164384,3663.6571770833334,33.887539567173626,43.283837817587774,1.4583414668950354,0.04303474036538522,1.6314412794955377
xmeas_40,53.68954452054795,53.709456423611115,0.5151620998349448,0.5886031415967575,0.019911903063167813,0.03865172354400194,1.3054412812691925
xmeas_38,0.8357385958904109,0.8351545329861112,0.01643299818922369,0.09592563569188557,-0.000584062904299687,-0.035542078053820966,34.074991568474125
